gene,log2FC,U_stat,pvalue,qvalue,neg_log10_q,significant,direction
MARCH1,0.3928335612499305,16363.0,2.795313726749955e-08,1.739051736560013e-06,5.759687497601486,False,ns
TNFRSF13B,0.7278899291048355,16358.0,2.8961940436351904e-08,1.7944581870360076e-06,5.746066656779667,False,ns
FLT4,-0.3690670014422972,7408.0,3.021869712401896e-08,1.8647147249699503e-06,5.729387599698651,False,ns
PTPRF,-0.22086697803801236,7410.0,3.0649171683220796e-08,1.8836211585072539e-06,5.725006439820239,False,ns
FKRP,-0.19708101597698047,7413.0,3.130601647845989e-08,1.9162311699315366e-06,5.717552099761838,False,ns
CACNA1D,-0.3770700265568072,7415.0,3.175159179035633e-08,1.935699451315699e-06,5.7131620730440495,False,ns
RPS10,0.12699797157395665,16343.0,3.220331664303854e-08,1.947600224453008e-06,5.7105001840754674,False,ns
EPCAM,-0.3017585888368419,7417.0,3.220340292079742e-08,1.947600224453008e-06,5.7105001840754674,False,ns
CBFB,0.19019392050674178,16339.0,3.3125455671525004e-08,1.995414353546625e-06,5.699966908110645,False,ns
KIAA0408,-0.44115784036703687,7424.0,3.383424666767689e-08,2.0141328016287655e-06,5.695911897678567,False,ns
CALM3,0.19376034378701057,16336.0,3.3833975555693866e-08,2.0141328016287655e-06,5.695911897678567,False,ns
CD164,0.24519862866970676,16336.0,3.3833975555693866e-08,2.0141328016287655e-06,5.695911897678567,False,ns
PPFIBP1,-0.3230736684289681,7426.0,3.431458732986512e-08,2.0347477955755958e-06,5.691489413356532,False,ns
LIPH,-0.4148023274877346,7427.0,3.4557277675658285e-08,2.04116527282682e-06,5.6901218291052285,False,ns
LIMCH1,-0.2959853177271352,7430.0,3.529537985853179e-08,2.0766816521415217e-06,5.682630074150915,False,ns
SPP1,1.12317027215299,16329.0,3.554479466406969e-08,2.0832817876470185e-06,5.6812519827919425,True,up_COPD
PLAU,0.3667010070614438,16326.0,3.630324228872667e-08,2.103371060850652e-06,5.677084105599628,False,ns
C5orf32,-0.20572084499429977,7434.0,3.630295265985115e-08,2.103371060850652e-06,5.677084105599628,False,ns
SLC35E4,-0.12997577403102767,7433.0,3.6048762791858886e-08,2.103371060850652e-06,5.677084105599628,False,ns
FGF12,-0.670421578016188,7435.0,3.6559755305693796e-08,2.110179032473125e-06,5.675680696590126,False,ns
GYPE,-0.42856562629686223,7436.0,3.681773220518756e-08,2.1170196017982846e-06,5.674275120764991,False,ns
RAB11FIP1,-0.28208714965294845,7438.0,3.733929040165531e-08,2.1389072765929346e-06,5.669808042046926,False,ns
ZNF365,-0.3828751593081483,7441.0,3.813493470674427e-08,2.1762718377758572e-06,5.662286857929538,False,ns
DDR1,-0.22201295517813868,7445.0,3.922089041660785e-08,2.2215708772936407e-06,5.653339826412989,False,ns
PPARGC1A,-0.362946941996416,7445.0,3.922140942784557e-08,2.2215708772936407e-06,5.653339826412989,False,ns
HTR2B,0.6364524465219459,16313.0,3.9775738668908576e-08,2.2445937286023503e-06,5.648862254835775,False,ns
GREM1,1.107474870085174,16312.0,4.005569182509533e-08,2.2520200070553596e-06,5.647427755510236,True,up_COPD
SYT17,-0.25797525765526963,7450.0,4.062144888780247e-08,2.275400716298308e-06,5.64294210953332,False,ns
ZSCAN18,-0.2089285969539727,7454.0,4.1776631495612936e-08,2.331504654791928e-06,5.63236371315033,False,ns
WNT7A,-0.45504861374616823,7459.0,4.326554732229523e-08,2.405754609349603e-06,5.618748673438583,False,ns
MMD,0.24296278141207672,16300.0,4.3569054074420244e-08,2.4137892001813844e-06,5.617300660168851,False,ns
GRIA1,-0.5301168174281532,7461.0,4.387508598636857e-08,2.421904746447545e-06,5.615842941666008,False,ns
STARD5,0.3138064796091653,16294.0,4.54362979068635e-08,2.4899747372786565e-06,5.6038050591356425,False,ns
PKDCC,-0.3199188317421804,7466.0,4.54362979068635e-08,2.4899747372786565e-06,5.6038050591356425,False,ns
ZDHHC14,-0.28529099119871226,7467.0,4.575491552070767e-08,2.4984158906631026e-06,5.602335266527877,False,ns
CDKL1,-0.23094474089440364,7468.0,4.6075457234076666e-08,2.506901221552988e-06,5.600862778040037,False,ns
ANXA11,-0.18722813780693315,7474.0,4.804655103112873e-08,2.604809445187622e-06,5.584224042011475,False,ns
RPL4,0.13981820875827822,16284.0,4.872152164145803e-08,2.632002485826808e-06,5.579713704883175,False,ns
MYO1C,-0.14905713211262395,7477.0,4.906257272726484e-08,2.641027851063405e-06,5.578227018899333,False,ns
SULT1C4,-0.4414608183822004,7479.0,4.9751500982673733e-08,2.6686494166677998e-06,5.573708476196467,False,ns
CHRM2,-0.47491709048826714,7480.0,5.009940687399695e-08,2.6778485786875835e-06,5.572213984194682,False,ns
TJP2,-0.30729931024926316,7482.0,5.0802174629270064e-08,2.7058842486748056e-06,5.567690785431304,False,ns
ABLIM1,-0.21111963105588494,7484.0,5.1514761343381514e-08,2.734245025148711e-06,5.56316256939444,False,ns
MLLT4,-0.29768195816294796,7487.0,5.2601632306596365e-08,2.7822048028366996e-06,5.555610904010368,False,ns
ETV5,-0.35705563299957355,7493.0,5.484244259571355e-08,2.890653745149068e-06,5.539003926861721,False,ns
CLEC7A,0.38774162321525374,16264.0,5.599697686601447e-08,2.9412944942079574e-06,5.531461490009604,False,ns
LRP1,0.2085800554163768,16261.0,5.7175345065283584e-08,2.9928335796241548e-06,5.523917431993873,False,ns
GPRC5A,-0.2804551157274702,7500.0,5.7573447615704725e-08,3.0033159271697517e-06,5.522398980751487,False,ns
EGFEM1P,-0.5453225374907165,7501.0,5.797438532288827e-08,3.013873867128233e-06,5.520874927189419,False,ns
CD79B,0.5713391733507738,16258.0,5.8377726601757425e-08,3.0244842655791046e-06,5.519348670501959,False,ns
C5orf38,-0.42283339767297967,7504.0,5.919319323024368e-08,3.056301609643194e-06,5.514803789841014,False,ns
TEAD1,-0.16829451487912372,7506.0,6.001922847974242e-08,3.088447079059288e-06,5.510259835954728,False,ns
SLC46A3,0.22363266078616562,16252.0,6.085627159318959e-08,3.120939874272358e-06,5.505714598051509,False,ns
C6orf192,0.2953749720968073,16251.0,6.127949677128682e-08,3.1320631683102147e-06,5.504169487555374,False,ns
CMAS,0.1668350319853804,16249.0,6.213356040237902e-08,3.1650585466715215e-06,5.499618252072785,False,ns
H2AFZ,0.1162809035204706,16245.0,6.387740551404938e-08,3.243006741482507e-06,5.4890521485254204,False,ns
LUM,0.3949419456696557,16244.0,6.432030870931448e-08,3.254607620691313e-06,5.487501362991478,False,ns
C19orf55,-0.22686682014658022,7518.0,6.521606110952116e-08,3.2889694606064162e-06,5.482940159096151,False,ns
CAV2,-0.33721879440602187,7519.0,6.566812098030744e-08,3.300801577751877e-06,5.4813805817822265,False,ns
PRRG4,-0.28878233157808797,7521.0,6.658170653565835e-08,3.3356775749547652e-06,5.476815934708534,False,ns
DVL1,-0.14165856000444954,7523.0,6.750759942852806e-08,3.3502239558027796e-06,5.474926160271109,False,ns
COL14A1,0.6553479833046776,16236.0,6.797555852353465e-08,3.3502239558027796e-06,5.474926160271109,False,ns
CLEC5A,0.62813664557377,16236.0,6.797538479151726e-08,3.3502239558027796e-06,5.474926160271109,False,ns
EEF1B2,0.1043284421989874,16237.0,6.75072542028836e-08,3.3502239558027796e-06,5.474926160271109,False,ns
CLEC3B,-0.4373819295026369,7524.0,6.797555852353465e-08,3.3502239558027796e-06,5.474926160271109,False,ns
TGFBR2,-0.17199615180972572,7531.0,7.133729349322152e-08,3.5045311172398143e-06,5.455370079499656,False,ns
GRK5,-0.28739292661741267,7535.0,7.33307007897652e-08,3.5908388322214058e-06,5.444804086894996,False,ns
LOXL3,0.19842722643794986,16222.0,7.486076880309774e-08,3.6539757891672782e-06,5.437234334560352,False,ns
TMEM167A,0.20916953335684418,16220.0,7.589717351028924e-08,3.6926894034813807e-06,5.432657219840727,False,ns
TXNL4A,0.18230831125259606,16218.0,7.69484446855804e-08,3.731876646412493e-06,5.428072719874024,False,ns
RPS2P32,0.21920267401589832,16215.0,7.855213652232404e-08,3.797520485378595e-06,5.420499874696805,False,ns
LOC202181,-0.2758389280225213,7548.0,8.018776819626368e-08,3.864286734029468e-06,5.412930655966005,False,ns
SHANK3,-0.3445732089004423,7551.0,8.185594535168977e-08,3.932193830502059e-06,5.405365082538098,False,ns
BLK,0.9224720673178348,16196.0,8.948245081174793e-08,4.284995594076763e-06,5.368049620291339,False,ns
SDPR,-0.44850221571683413,7566.0,9.071494650167372e-08,4.330354993381783e-06,5.363476499640327,False,ns
C1R,0.30238309433037003,16192.0,9.196433124406856e-08,4.376233693683262e-06,5.358899494451777,False,ns
SPNS3,0.3009132229581475,16188.0,9.45127955089152e-08,4.483450736954164e-06,5.348387597798984,False,ns
CSDE1,0.1292529917818026,16186.0,9.581229360360844e-08,4.530936501254755e-06,5.343812024192014,False,ns
GPR158,-0.9146264692823793,7575.0,9.646887366219628e-08,4.547818329789253e-06,5.342196892257367,False,ns
TAF12,0.08938564166284202,16180.0,9.981541129814257e-08,4.676583486781307e-06,5.330071308185917,False,ns
SPCS3,0.262332829892852,16180.0,9.981640643722949e-08,4.676583486781307e-06,5.330071308185917,False,ns
KIAA0284,-0.19802474688636984,7582.0,1.0118616282308188e-07,4.726172158936563e-06,5.325490462493245,False,ns
SLC30A4,-0.2834640496148566,7585.0,1.0327625377603301e-07,4.808998565399329e-06,5.317945352483116,False,ns
CD48,0.3765186045397151,16174.0,1.0398201856522167e-07,4.827055173761666e-06,5.316317737120133,False,ns
PDE1C,-0.39445682923773884,7587.0,1.0469245040287932e-07,4.845217674133257e-06,5.314686707250702,False,ns
AP1S3,-0.27896269802564966,7589.0,1.0612743446287335e-07,4.896700471569657e-06,5.31009646071998,False,ns
TMSB15A,-0.8017037512770688,7590.0,1.0685204676168525e-07,4.9151941510375215e-06,5.308459322784251,False,ns
MGC16025,0.7337300713682406,16168.0,1.0831539495985617e-07,4.967455273385548e-06,5.303866034557211,False,ns
FAM174B,-0.24819183514857102,7594.0,1.0979867392572445e-07,5.020312862025593e-06,5.299269217114456,False,ns
B3GALNT1,-0.3395123322476685,7595.0,1.1054725544192523e-07,5.024273465893488e-06,5.298926730437987,False,ns
TCP1,0.18567623421608914,16165.0,1.1054725544192523e-07,5.024273465893488e-06,5.298926730437987,False,ns
BTNL9,-0.8235089186220943,7598.0,1.1282387012333421e-07,5.0972212752149205e-06,5.29266651286628,False,ns
ATP2B4,-0.22927906440164403,7598.0,1.1282359119610372e-07,5.0972212752149205e-06,5.29266651286628,False,ns
FXYD5,0.2090295051781741,16161.0,1.1359268106434016e-07,5.101588457268295e-06,5.29229457864397,False,ns
CYB561,-0.22665593419146113,7599.0,1.1359268106434016e-07,5.101588457268295e-06,5.29229457864397,False,ns
MAN2A1,0.23239706543023608,16160.0,1.1436627803338041e-07,5.121180237600929e-06,5.290629939100568,False,ns
DEF6,0.25223659344015914,16158.0,1.1592965403947898e-07,5.160739437886484e-06,5.287288067600218,False,ns
TRIM27,0.20675886176669955,16158.0,1.1592908186708665e-07,5.160739437886484e-06,5.287288067600218,False,ns
LRRFIP1,-0.18394284438868347,7603.0,1.1671720572281985e-07,5.180605797872531e-06,5.285619452747044,False,ns
QPCT,0.42908911756720336,16152.0,1.207439705129648e-07,5.343712747483398e-06,5.272156895505537,False,ns
ACSF2,-0.20319540420260473,7609.0,1.215649402888655e-07,5.364406376700519e-06,5.27047832991186,False,ns
OLFML2A,-0.4724922869901871,7611.0,1.2322311315797255e-07,5.406146987682149e-06,5.267112150447978,False,ns
SYNJ2BP,-0.16310052589104806,7611.0,1.2322311315797255e-07,5.406146987682149e-06,5.267112150447978,False,ns
C9orf40,0.17482350531808066,16148.0,1.2405947064240897e-07,5.427154940495009e-06,5.2654277795184665,False,ns
SULT2B1,-0.5062938897900882,7615.0,1.2660504755624492e-07,5.522599488229305e-06,5.257856451681096,False,ns
HSBP1,-0.1118144310227791,7618.0,1.2920049056605856e-07,5.619666036655498e-06,5.250289492748952,False,ns
CCDC48,-0.45756083510197776,7626.0,1.3637616595344916e-07,5.897977775422673e-06,5.229296868276164,False,ns
GPNMB,0.3889352892484048,16134.0,1.3637616595344916e-07,5.897977775422673e-06,5.229296868276164,False,ns
ZDHHC11,-0.5474038481746852,7629.0,1.3916508020876852e-07,6.001494084003142e-06,5.221740617672638,False,ns
PEF1,-0.13984231688232995,7631.0,1.410549200616125e-07,6.065761151658011e-06,5.217114694678039,False,ns
ERMP1,-0.1959162668145895,7635.0,1.4490899787028282e-07,6.213894315454501e-06,5.206636137403098,False,ns
CMTM7,0.18955288938399129,16124.0,1.458884060585525e-07,6.220747202159626e-06,5.206157447096146,False,ns
FBXO21,-0.1709602523701701,7636.0,1.45887697077306e-07,6.220747202159626e-06,5.206157447096146,False,ns
FTL,0.2692493795228792,16121.0,1.4886447515066723e-07,6.312232355156682e-06,5.199817022994915,False,ns
GALNT14,-0.46661071462255777,7639.0,1.4886555883702847e-07,6.312232355156682e-06,5.199817022994915,False,ns
SV2B,0.4044722864598942,16119.0,1.5088263640186485e-07,6.344593962826339e-06,5.197596166374081,False,ns
ZFYVE27,-0.10050786089931663,7641.0,1.508819048236263e-07,6.344593962826339e-06,5.197596166374081,False,ns
CPZ,0.6621769829026007,16119.0,1.5088263640186485e-07,6.344593962826339e-06,5.197596166374081,False,ns
CD79A,0.49880559353692,16117.0,1.5292576353053055e-07,6.4127433436283255e-06,5.192956141445071,False,ns
FER1L4,0.6245120603251788,16115.0,1.54996384777258e-07,6.481666999776244e-06,5.188313284916671,False,ns
MYO9B,0.16378940322430324,16113.0,1.570937263016454e-07,6.551326278184004e-06,5.18367077069686,False,ns
ARHGEF26,-0.35136284787565764,7648.0,1.5815228042497237e-07,6.57740169000296e-06,5.181945634433184,False,ns
FGG,1.7964092088050307,16110.0,1.602912816742643e-07,6.630031759714801e-06,5.178484391197663,True,up_COPD
PHRF1,-0.10837149778356014,7650.0,1.6029012067143092e-07,6.630031759714801e-06,5.178484391197663,False,ns
C11orf9,-0.36839106989148895,7651.0,1.6137066190807624e-07,6.6385004004460635e-06,5.177930014210997,False,ns
CSNK2A1,-0.27963056076551496,7651.0,1.6137027247865544e-07,6.6385004004460635e-06,5.177930014210997,False,ns
MEMO1,0.13911471047718216,16105.0,1.6575929332265364e-07,6.800611007129412e-06,5.16745206595498,False,ns
PPIF,0.3879648107022593,16103.0,1.6799848616500785e-07,6.873900323409217e-06,5.162796769741303,False,ns
C5orf58,0.4312994143441946,16101.0,1.7026527395425687e-07,6.947921662972095e-06,5.15814508681831,False,ns
AATK,-0.3476265876460758,7660.0,1.714107592123749e-07,6.9759123990451775e-06,5.156398981752405,False,ns
ASGR2,0.46596888206874887,16098.0,1.7372245426189634e-07,7.051087849453439e-06,5.1517438744173845,False,ns
CTSK,0.490781235512296,16093.0,1.7963432982698813e-07,7.27159767139648e-06,5.13837015810376,False,ns
WNT6,0.3475003772007925,16092.0,1.8083939078157888e-07,7.28156107510519e-06,5.137775503430768,False,ns
S100A3,-0.6187618892336726,7668.0,1.8083982380201954e-07,7.28156107510519e-06,5.137775503430768,False,ns
BET1,0.16551038324672884,16091.0,1.8205226522181358e-07,7.291697588567626e-06,5.137171351308857,False,ns
CLIC5,-0.4293974822495805,7669.0,1.8205226522181358e-07,7.291697588567626e-06,5.137171351308857,False,ns
SMOC2,0.540594239835789,16090.0,1.832743172740529e-07,7.321326674263482e-06,5.13541021469215,False,ns
UBR7,-0.0910215839985895,7672.0,1.8573959062674487e-07,7.4003332958372365e-06,5.130748720095603,False,ns
HSD17B14,0.2650312357318647,16087.0,1.8698511156322866e-07,7.411054813393762e-06,5.130119974607149,False,ns
AP2B1,-0.11473587173669486,7673.0,1.8698511156322866e-07,7.411054813393762e-06,5.130119974607149,False,ns
RAB3IP,-0.2594086248896037,7676.0,1.907680299929709e-07,7.5412986856596315e-06,5.122553857916869,False,ns
C17orf62,0.17390183054393482,16083.0,1.9204612644399543e-07,7.572104414077534e-06,5.1207834060467174,False,ns
DAPL1,1.0167568457032505,16082.0,1.933329584773446e-07,7.6030940665442775e-06,5.119009636327873,True,up_COPD
HVCN1,0.2881525742221438,16081.0,1.9462673157210727e-07,7.634195827557077e-06,5.117236703997,False,ns
HIF3A,-0.5958459772569373,7680.0,1.959293379462035e-07,7.665482860884972e-06,5.1154604830518835,False,ns
JTB,0.07090832560244209,16077.0,1.9988648894696443e-07,7.780252689497087e-06,5.109006297628294,False,ns
SIRPG,0.3554099567164908,16077.0,1.9988791494755363e-07,7.780252689497087e-06,5.109006297628294,False,ns
TRIM5,-0.1562352512186953,7687.0,2.052864317569655e-07,7.909277743312529e-06,5.101863173444846,False,ns
CLC,0.9201190151080789,16073.0,2.0528691902932388e-07,7.909277743312529e-06,5.101863173444846,False,ns
TREM2,0.579376513922579,16074.0,2.039242246044439e-07,7.909277743312529e-06,5.101863173444846,False,ns
NINJ2,-0.28463017560274295,7687.0,2.0528545721522945e-07,7.909277743312529e-06,5.101863173444846,False,ns
TES,-0.22780609756866355,7690.0,2.094270195734766e-07,8.048359891456644e-06,5.094292611888159,False,ns
EIF3K,0.09941772533551685,16068.0,2.1223095439662864e-07,8.135519918537431e-06,5.089614687283159,False,ns
SLC25A4,-0.17812984591857983,7696.0,2.179521875539864e-07,8.31288906579513e-06,5.080248015051395,False,ns
NAT8L,0.5073066390786058,16064.0,2.1795321793059697e-07,8.31288906579513e-06,5.080248015051395,False,ns
KLF13,-0.1873904748605284,7702.0,2.2681438314529262e-07,8.607605840363854e-06,5.06511762844282,False,ns
YIF1B,-0.3759108055587843,7702.0,2.2681438314529262e-07,8.607605840363854e-06,5.06511762844282,False,ns
CRIP1,-0.37531085376862094,7703.0,2.2832298839034312e-07,8.643249286198026e-06,5.0633229610183275,False,ns
RANBP10,-0.14726062897586978,7705.0,2.3137151851048456e-07,8.736864803455612e-06,5.058644384623307,False,ns
DCLRE1B,-0.31435521633026386,7708.0,2.3602261113367756e-07,8.89038024071768e-06,5.051079663898853,False,ns
ZNF536,-0.5528019772623551,7712.0,2.42360412668446e-07,9.106512535413393e-06,5.04064791025035,False,ns
LEPR,-0.4546836164884267,7713.0,2.4397108639260396e-07,9.144397756641305e-06,5.038844891563183,False,ns
ZNF525,0.11698075754628512,16045.0,2.4721829947353084e-07,9.24328518721231e-06,5.034173647274777,False,ns
NKAPP1,-0.21729353108214866,7721.0,2.572292589751296e-07,9.59395614555889e-06,5.018002271046827,False,ns
EML1,-0.31953115552778755,7726.0,2.6586433997126017e-07,9.867555228577247e-06,5.005790434185124,False,ns
CFB,0.44981204294380284,16034.0,2.658649597159482e-07,9.867555228577247e-06,5.005790434185124,False,ns
ALS2CL,-0.26419321694208087,7727.0,2.6762626272166584e-07,9.908699190524115e-06,5.003983355752658,False,ns
EFNA1,-0.2346822518583913,7728.0,2.6939632318608633e-07,9.949966389208736e-06,5.002178386290036,False,ns
XRCC6,-0.06565480908277266,7730.0,2.729755111572691e-07,1.005768994992074e-05,4.997501756576893,False,ns
RIMKLA,-0.3610222372339287,7731.0,2.7478228432586115e-07,1.0075350425281575e-05,4.996739839964074,False,ns
OR52K2,0.3391527888357029,16029.0,2.7477972817556806e-07,1.0075350425281575e-05,4.996739839964074,False,ns
CHST13,0.22935666714415603,16026.0,2.802695650215674e-07,1.025178794464432e-05,4.9892003856543266,False,ns
CRNKL1,0.18359749670410785,16024.0,2.839868236351765e-07,1.036278842014899e-05,4.984523368862801,False,ns
ZBED2,-0.6751031675498176,7738.0,2.8775234021038116e-07,1.0400215832769052e-05,4.982957647815837,False,ns
SLC37A1,-0.24504718017275273,7738.0,2.8775300723076425e-07,1.0400215832769052e-05,4.982957647815837,False,ns
AMPD2,0.25034637735456045,16022.0,2.877516731913171e-07,1.0400215832769052e-05,4.982957647815837,False,ns
RPL23AP32,-0.35934291192819856,7738.0,2.8775300723076425e-07,1.0400215832769052e-05,4.982957647815837,False,ns
NACAP1,0.2766100170000154,16021.0,2.896534696138914e-07,1.0419288314547089e-05,4.982161944339818,False,ns
PNMT,-0.8131691517609383,7739.0,2.896527985019151e-07,1.0419288314547089e-05,4.982161944339818,False,ns
WNT1,0.3663499338116063,16020.0,2.915660500226446e-07,1.0463292291592778e-05,4.980331642514657,False,ns
CHST10,-0.1988452310329043,7751.0,3.1342579307619327e-07,1.1221234761548617e-05,4.949959351580569,False,ns
CD53,0.2623195186314984,16007.0,3.1756528940581096e-07,1.128958358176534e-05,4.947322076806365,False,ns
